"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2018 08:00:00 - 12/01/2018 09:00:00","BZN|FR","Without Sequence","49.56","",""
"12/01/2018 09:00:00 - 12/01/2018 10:00:00","BZN|FR","Without Sequence","52.36","",""
"12/01/2018 10:00:00 - 12/01/2018 11:00:00","BZN|FR","Without Sequence","52.38","",""
"12/01/2018 11:00:00 - 12/01/2018 12:00:00","BZN|FR","Without Sequence","52.45","",""
"12/01/2018 12:00:00 - 12/01/2018 13:00:00","BZN|FR","Without Sequence","52.08","",""
"12/01/2018 13:00:00 - 12/01/2018 14:00:00","BZN|FR","Without Sequence","51.03","",""
"12/01/2018 14:00:00 - 12/01/2018 15:00:00","BZN|FR","Without Sequence","47.14","",""
"12/01/2018 15:00:00 - 12/01/2018 16:00:00","BZN|FR","Without Sequence","45.92","",""
"12/01/2018 16:00:00 - 12/01/2018 17:00:00","BZN|FR","Without Sequence","46.50","",""
"12/01/2018 17:00:00 - 12/01/2018 18:00:00","BZN|FR","Without Sequence","50.52","",""
"12/01/2018 18:00:00 - 12/01/2018 19:00:00","BZN|FR","Without Sequence","52.44","",""
"12/01/2018 19:00:00 - 12/01/2018 20:00:00","BZN|FR","Without Sequence","51.99","",""
"12/01/2018 20:00:00 - 12/01/2018 21:00:00","BZN|FR","Without Sequence","44.17","",""
"12/01/2018 21:00:00 - 12/01/2018 22:00:00","BZN|FR","Without Sequence","42.19","",""
"12/01/2018 22:00:00 - 12/01/2018 23:00:00","BZN|FR","Without Sequence","42.57","",""
"12/01/2018 23:00:00 - 13/01/2018 00:00:00","BZN|FR","Without Sequence","42.57","",""
"13/01/2018 00:00:00 - 13/01/2018 01:00:00","BZN|FR","Without Sequence","43.15","",""
"13/01/2018 01:00:00 - 13/01/2018 02:00:00","BZN|FR","Without Sequence","38.42","",""
"13/01/2018 02:00:00 - 13/01/2018 03:00:00","BZN|FR","Without Sequence","36.11","",""
"13/01/2018 03:00:00 - 13/01/2018 04:00:00","BZN|FR","Without Sequence","33.80","",""
"13/01/2018 04:00:00 - 13/01/2018 05:00:00","BZN|FR","Without Sequence","32.04","",""
"13/01/2018 05:00:00 - 13/01/2018 06:00:00","BZN|FR","Without Sequence","32.55","",""
"13/01/2018 06:00:00 - 13/01/2018 07:00:00","BZN|FR","Without Sequence","32.00","",""
"13/01/2018 07:00:00 - 13/01/2018 08:00:00","BZN|FR","Without Sequence","33.76","",""
"13/01/2018 08:00:00 - 13/01/2018 09:00:00","BZN|FR","Without Sequence","39.28","",""
"13/01/2018 09:00:00 - 13/01/2018 10:00:00","BZN|FR","Without Sequence","44.51","",""
"13/01/2018 10:00:00 - 13/01/2018 11:00:00","BZN|FR","Without Sequence","45.62","",""
"13/01/2018 11:00:00 - 13/01/2018 12:00:00","BZN|FR","Without Sequence","44.77","",""
"13/01/2018 12:00:00 - 13/01/2018 13:00:00","BZN|FR","Without Sequence","44.70","",""
"13/01/2018 13:00:00 - 13/01/2018 14:00:00","BZN|FR","Without Sequence","39.14","",""
"13/01/2018 14:00:00 - 13/01/2018 15:00:00","BZN|FR","Without Sequence","34.77","",""
"13/01/2018 15:00:00 - 13/01/2018 16:00:00","BZN|FR","Without Sequence","34.68","",""
"13/01/2018 16:00:00 - 13/01/2018 17:00:00","BZN|FR","Without Sequence","35.88","",""
"13/01/2018 17:00:00 - 13/01/2018 18:00:00","BZN|FR","Without Sequence","48.56","",""
"13/01/2018 18:00:00 - 13/01/2018 19:00:00","BZN|FR","Without Sequence","50.57","",""
"13/01/2018 19:00:00 - 13/01/2018 20:00:00","BZN|FR","Without Sequence","51.02","",""
"13/01/2018 20:00:00 - 13/01/2018 21:00:00","BZN|FR","Without Sequence","38.64","",""
"13/01/2018 21:00:00 - 13/01/2018 22:00:00","BZN|FR","Without Sequence","36.15","",""
"13/01/2018 22:00:00 - 13/01/2018 23:00:00","BZN|FR","Without Sequence","38.59","",""
"13/01/2018 23:00:00 - 14/01/2018 00:00:00","BZN|FR","Without Sequence","38.59","",""
"14/01/2018 00:00:00 - 14/01/2018 01:00:00","BZN|FR","Without Sequence","38.10","",""
"14/01/2018 01:00:00 - 14/01/2018 02:00:00","BZN|FR","Without Sequence","33.83","",""
"14/01/2018 02:00:00 - 14/01/2018 03:00:00","BZN|FR","Without Sequence","33.00","",""
"14/01/2018 03:00:00 - 14/01/2018 04:00:00","BZN|FR","Without Sequence","30.00","",""
"14/01/2018 04:00:00 - 14/01/2018 05:00:00","BZN|FR","Without Sequence","27.01","",""
"14/01/2018 05:00:00 - 14/01/2018 06:00:00","BZN|FR","Without Sequence","28.48","",""
"14/01/2018 06:00:00 - 14/01/2018 07:00:00","BZN|FR","Without Sequence","29.74","",""
"14/01/2018 07:00:00 - 14/01/2018 08:00:00","BZN|FR","Without Sequence","32.70","",""
"14/01/2018 08:00:00 - 14/01/2018 09:00:00","BZN|FR","Without Sequence","35.10","",""
"14/01/2018 09:00:00 - 14/01/2018 10:00:00","BZN|FR","Without Sequence","36.90","",""
"14/01/2018 10:00:00 - 14/01/2018 11:00:00","BZN|FR","Without Sequence","37.20","",""
"14/01/2018 11:00:00 - 14/01/2018 12:00:00","BZN|FR","Without Sequence","35.88","",""
"14/01/2018 12:00:00 - 14/01/2018 13:00:00","BZN|FR","Without Sequence","40.88","",""
"14/01/2018 13:00:00 - 14/01/2018 14:00:00","BZN|FR","Without Sequence","37.04","",""
"14/01/2018 14:00:00 - 14/01/2018 15:00:00","BZN|FR","Without Sequence","34.90","",""
"14/01/2018 15:00:00 - 14/01/2018 16:00:00","BZN|FR","Without Sequence","33.07","",""
"14/01/2018 16:00:00 - 14/01/2018 17:00:00","BZN|FR","Without Sequence","34.84","",""
"14/01/2018 17:00:00 - 14/01/2018 18:00:00","BZN|FR","Without Sequence","37.99","",""
"14/01/2018 18:00:00 - 14/01/2018 19:00:00","BZN|FR","Without Sequence","49.27","",""
"14/01/2018 19:00:00 - 14/01/2018 20:00:00","BZN|FR","Without Sequence","49.79","",""
"14/01/2018 20:00:00 - 14/01/2018 21:00:00","BZN|FR","Without Sequence","45.14","",""
"14/01/2018 21:00:00 - 14/01/2018 22:00:00","BZN|FR","Without Sequence","36.57","",""
"14/01/2018 22:00:00 - 14/01/2018 23:00:00","BZN|FR","Without Sequence","38.86","",""
"14/01/2018 23:00:00 - 15/01/2018 00:00:00","BZN|FR","Without Sequence","38.86","",""
"15/01/2018 00:00:00 - 15/01/2018 01:00:00","BZN|FR","Without Sequence","29.20","",""
"15/01/2018 01:00:00 - 15/01/2018 02:00:00","BZN|FR","Without Sequence","31.16","",""
"15/01/2018 02:00:00 - 15/01/2018 03:00:00","BZN|FR","Without Sequence","28.26","",""
"15/01/2018 03:00:00 - 15/01/2018 04:00:00","BZN|FR","Without Sequence","23.16","",""
"15/01/2018 04:00:00 - 15/01/2018 05:00:00","BZN|FR","Without Sequence","24.86","",""
"15/01/2018 05:00:00 - 15/01/2018 06:00:00","BZN|FR","Without Sequence","26.67","",""
"15/01/2018 06:00:00 - 15/01/2018 07:00:00","BZN|FR","Without Sequence","40.70","",""
"15/01/2018 07:00:00 - 15/01/2018 08:00:00","BZN|FR","Without Sequence","54.19","",""
"15/01/2018 08:00:00 - 15/01/2018 09:00:00","BZN|FR","Without Sequence","52.87","",""
"15/01/2018 09:00:00 - 15/01/2018 10:00:00","BZN|FR","Without Sequence","47.69","",""
"15/01/2018 10:00:00 - 15/01/2018 11:00:00","BZN|FR","Without Sequence","49.68","",""
"15/01/2018 11:00:00 - 15/01/2018 12:00:00","BZN|FR","Without Sequence","49.91","",""
"15/01/2018 12:00:00 - 15/01/2018 13:00:00","BZN|FR","Without Sequence","50.22","",""
"15/01/2018 13:00:00 - 15/01/2018 14:00:00","BZN|FR","Without Sequence","49.34","",""
"15/01/2018 14:00:00 - 15/01/2018 15:00:00","BZN|FR","Without Sequence","38.35","",""
"15/01/2018 15:00:00 - 15/01/2018 16:00:00","BZN|FR","Without Sequence","37.47","",""
"15/01/2018 16:00:00 - 15/01/2018 17:00:00","BZN|FR","Without Sequence","37.08","",""
"15/01/2018 17:00:00 - 15/01/2018 18:00:00","BZN|FR","Without Sequence","42.92","",""
"15/01/2018 18:00:00 - 15/01/2018 19:00:00","BZN|FR","Without Sequence","53.55","",""
"15/01/2018 19:00:00 - 15/01/2018 20:00:00","BZN|FR","Without Sequence","52.25","",""
"15/01/2018 20:00:00 - 15/01/2018 21:00:00","BZN|FR","Without Sequence","45.93","",""
"15/01/2018 21:00:00 - 15/01/2018 22:00:00","BZN|FR","Without Sequence","36.71","",""
"15/01/2018 22:00:00 - 15/01/2018 23:00:00","BZN|FR","Without Sequence","40.57","",""
"15/01/2018 23:00:00 - 16/01/2018 00:00:00","BZN|FR","Without Sequence","40.57","",""
"16/01/2018 00:00:00 - 16/01/2018 01:00:00","BZN|FR","Without Sequence","29.81","",""
"16/01/2018 01:00:00 - 16/01/2018 02:00:00","BZN|FR","Without Sequence","17.10","",""
"16/01/2018 02:00:00 - 16/01/2018 03:00:00","BZN|FR","Without Sequence","9.26","",""
"16/01/2018 03:00:00 - 16/01/2018 04:00:00","BZN|FR","Without Sequence","5.87","",""
"16/01/2018 04:00:00 - 16/01/2018 05:00:00","BZN|FR","Without Sequence","8.20","",""
"16/01/2018 05:00:00 - 16/01/2018 06:00:00","BZN|FR","Without Sequence","16.48","",""
"16/01/2018 06:00:00 - 16/01/2018 07:00:00","BZN|FR","Without Sequence","29.09","",""
"16/01/2018 07:00:00 - 16/01/2018 08:00:00","BZN|FR","Without Sequence","38.92","",""
"16/01/2018 08:00:00 - 16/01/2018 09:00:00","BZN|FR","Without Sequence","44.07","",""
"16/01/2018 09:00:00 - 16/01/2018 10:00:00","BZN|FR","Without Sequence","44.94","",""
"16/01/2018 10:00:00 - 16/01/2018 11:00:00","BZN|FR","Without Sequence","44.57","",""
"16/01/2018 11:00:00 - 16/01/2018 12:00:00","BZN|FR","Without Sequence","43.73","",""
"16/01/2018 12:00:00 - 16/01/2018 13:00:00","BZN|FR","Without Sequence","40.69","",""
"16/01/2018 13:00:00 - 16/01/2018 14:00:00","BZN|FR","Without Sequence","40.15","",""
"16/01/2018 14:00:00 - 16/01/2018 15:00:00","BZN|FR","Without Sequence","38.63","",""
"16/01/2018 15:00:00 - 16/01/2018 16:00:00","BZN|FR","Without Sequence","37.28","",""
"16/01/2018 16:00:00 - 16/01/2018 17:00:00","BZN|FR","Without Sequence","39.39","",""
"16/01/2018 17:00:00 - 16/01/2018 18:00:00","BZN|FR","Without Sequence","47.07","",""
"16/01/2018 18:00:00 - 16/01/2018 19:00:00","BZN|FR","Without Sequence","48.45","",""
"16/01/2018 19:00:00 - 16/01/2018 20:00:00","BZN|FR","Without Sequence","44.34","",""
"16/01/2018 20:00:00 - 16/01/2018 21:00:00","BZN|FR","Without Sequence","39.90","",""
"16/01/2018 21:00:00 - 16/01/2018 22:00:00","BZN|FR","Without Sequence","33.18","",""
"16/01/2018 22:00:00 - 16/01/2018 23:00:00","BZN|FR","Without Sequence","33.39","",""
"16/01/2018 23:00:00 - 17/01/2018 00:00:00","BZN|FR","Without Sequence","33.39","",""
"17/01/2018 00:00:00 - 17/01/2018 01:00:00","BZN|FR","Without Sequence","24.54","",""
"17/01/2018 01:00:00 - 17/01/2018 02:00:00","BZN|FR","Without Sequence","19.32","",""
"17/01/2018 02:00:00 - 17/01/2018 03:00:00","BZN|FR","Without Sequence","18.36","",""
"17/01/2018 03:00:00 - 17/01/2018 04:00:00","BZN|FR","Without Sequence","15.76","",""
"17/01/2018 04:00:00 - 17/01/2018 05:00:00","BZN|FR","Without Sequence","15.25","",""
"17/01/2018 05:00:00 - 17/01/2018 06:00:00","BZN|FR","Without Sequence","22.39","",""
"17/01/2018 06:00:00 - 17/01/2018 07:00:00","BZN|FR","Without Sequence","32.83","",""
"17/01/2018 07:00:00 - 17/01/2018 08:00:00","BZN|FR","Without Sequence","44.95","",""
"17/01/2018 08:00:00 - 17/01/2018 09:00:00","BZN|FR","Without Sequence","47.26","",""
"17/01/2018 09:00:00 - 17/01/2018 10:00:00","BZN|FR","Without Sequence","46.39","",""
"17/01/2018 10:00:00 - 17/01/2018 11:00:00","BZN|FR","Without Sequence","41.90","",""
"17/01/2018 11:00:00 - 17/01/2018 12:00:00","BZN|FR","Without Sequence","42.96","",""
"17/01/2018 12:00:00 - 17/01/2018 13:00:00","BZN|FR","Without Sequence","40.94","",""
"17/01/2018 13:00:00 - 17/01/2018 14:00:00","BZN|FR","Without Sequence","40.52","",""
"17/01/2018 14:00:00 - 17/01/2018 15:00:00","BZN|FR","Without Sequence","41.29","",""
"17/01/2018 15:00:00 - 17/01/2018 16:00:00","BZN|FR","Without Sequence","40.41","",""
"17/01/2018 16:00:00 - 17/01/2018 17:00:00","BZN|FR","Without Sequence","41.76","",""
"17/01/2018 17:00:00 - 17/01/2018 18:00:00","BZN|FR","Without Sequence","46.01","",""
"17/01/2018 18:00:00 - 17/01/2018 19:00:00","BZN|FR","Without Sequence","52.22","",""
"17/01/2018 19:00:00 - 17/01/2018 20:00:00","BZN|FR","Without Sequence","52.23","",""
"17/01/2018 20:00:00 - 17/01/2018 21:00:00","BZN|FR","Without Sequence","41.29","",""
"17/01/2018 21:00:00 - 17/01/2018 22:00:00","BZN|FR","Without Sequence","39.10","",""
"17/01/2018 22:00:00 - 17/01/2018 23:00:00","BZN|FR","Without Sequence","40.76","",""
"17/01/2018 23:00:00 - 18/01/2018 00:00:00","BZN|FR","Without Sequence","40.76","",""
"18/01/2018 00:00:00 - 18/01/2018 01:00:00","BZN|FR","Without Sequence","19.68","",""
"18/01/2018 01:00:00 - 18/01/2018 02:00:00","BZN|FR","Without Sequence","16.52","",""
"18/01/2018 02:00:00 - 18/01/2018 03:00:00","BZN|FR","Without Sequence","16.35","",""
"18/01/2018 03:00:00 - 18/01/2018 04:00:00","BZN|FR","Without Sequence","12.58","",""
"18/01/2018 04:00:00 - 18/01/2018 05:00:00","BZN|FR","Without Sequence","7.46","",""
"18/01/2018 05:00:00 - 18/01/2018 06:00:00","BZN|FR","Without Sequence","14.96","",""
"18/01/2018 06:00:00 - 18/01/2018 07:00:00","BZN|FR","Without Sequence","34.58","",""
"18/01/2018 07:00:00 - 18/01/2018 08:00:00","BZN|FR","Without Sequence","43.56","",""
"18/01/2018 08:00:00 - 18/01/2018 09:00:00","BZN|FR","Without Sequence","45.11","",""
"18/01/2018 09:00:00 - 18/01/2018 10:00:00","BZN|FR","Without Sequence","47.51","",""
"18/01/2018 10:00:00 - 18/01/2018 11:00:00","BZN|FR","Without Sequence","45.13","",""
"18/01/2018 11:00:00 - 18/01/2018 12:00:00","BZN|FR","Without Sequence","43.98","",""
"18/01/2018 12:00:00 - 18/01/2018 13:00:00","BZN|FR","Without Sequence","38.90","",""
"18/01/2018 13:00:00 - 18/01/2018 14:00:00","BZN|FR","Without Sequence","38.69","",""
"18/01/2018 14:00:00 - 18/01/2018 15:00:00","BZN|FR","Without Sequence","37.57","",""
"18/01/2018 15:00:00 - 18/01/2018 16:00:00","BZN|FR","Without Sequence","36.13","",""
"18/01/2018 16:00:00 - 18/01/2018 17:00:00","BZN|FR","Without Sequence","38.41","",""
"18/01/2018 17:00:00 - 18/01/2018 18:00:00","BZN|FR","Without Sequence","49.47","",""
"18/01/2018 18:00:00 - 18/01/2018 19:00:00","BZN|FR","Without Sequence","52.51","",""
"18/01/2018 19:00:00 - 18/01/2018 20:00:00","BZN|FR","Without Sequence","50.09","",""
"18/01/2018 20:00:00 - 18/01/2018 21:00:00","BZN|FR","Without Sequence","42.31","",""
"18/01/2018 21:00:00 - 18/01/2018 22:00:00","BZN|FR","Without Sequence","37.09","",""
"18/01/2018 22:00:00 - 18/01/2018 23:00:00","BZN|FR","Without Sequence","38.25","",""
"18/01/2018 23:00:00 - 19/01/2018 00:00:00","BZN|FR","Without Sequence","38.25","",""
"19/01/2018 00:00:00 - 19/01/2018 01:00:00","BZN|FR","Without Sequence","31.24","",""
"19/01/2018 01:00:00 - 19/01/2018 02:00:00","BZN|FR","Without Sequence","30.25","",""
"19/01/2018 02:00:00 - 19/01/2018 03:00:00","BZN|FR","Without Sequence","29.49","",""
"19/01/2018 03:00:00 - 19/01/2018 04:00:00","BZN|FR","Without Sequence","29.56","",""
"19/01/2018 04:00:00 - 19/01/2018 05:00:00","BZN|FR","Without Sequence","30.02","",""
"19/01/2018 05:00:00 - 19/01/2018 06:00:00","BZN|FR","Without Sequence","31.76","",""
"19/01/2018 06:00:00 - 19/01/2018 07:00:00","BZN|FR","Without Sequence","40.02","",""
"19/01/2018 07:00:00 - 19/01/2018 08:00:00","BZN|FR","Without Sequence","48.96","",""
"19/01/2018 08:00:00 - 19/01/2018 09:00:00","BZN|FR","Without Sequence","51.94","",""
"19/01/2018 09:00:00 - 19/01/2018 10:00:00","BZN|FR","Without Sequence","50.92","",""
"19/01/2018 10:00:00 - 19/01/2018 11:00:00","BZN|FR","Without Sequence","50.20","",""
"19/01/2018 11:00:00 - 19/01/2018 12:00:00","BZN|FR","Without Sequence","47.45","",""
"19/01/2018 12:00:00 - 19/01/2018 13:00:00","BZN|FR","Without Sequence","43.51","",""
"19/01/2018 13:00:00 - 19/01/2018 14:00:00","BZN|FR","Without Sequence","41.67","",""
"19/01/2018 14:00:00 - 19/01/2018 15:00:00","BZN|FR","Without Sequence","39.49","",""
"19/01/2018 15:00:00 - 19/01/2018 16:00:00","BZN|FR","Without Sequence","41.78","",""
"19/01/2018 16:00:00 - 19/01/2018 17:00:00","BZN|FR","Without Sequence","44.30","",""
"19/01/2018 17:00:00 - 19/01/2018 18:00:00","BZN|FR","Without Sequence","49.57","",""
"19/01/2018 18:00:00 - 19/01/2018 19:00:00","BZN|FR","Without Sequence","49.74","",""
"19/01/2018 19:00:00 - 19/01/2018 20:00:00","BZN|FR","Without Sequence","44.79","",""
"19/01/2018 20:00:00 - 19/01/2018 21:00:00","BZN|FR","Without Sequence","39.79","",""
"19/01/2018 21:00:00 - 19/01/2018 22:00:00","BZN|FR","Without Sequence","37.84","",""
"19/01/2018 22:00:00 - 19/01/2018 23:00:00","BZN|FR","Without Sequence","37.54","",""
"19/01/2018 23:00:00 - 20/01/2018 00:00:00","BZN|FR","Without Sequence","37.54","",""
"20/01/2018 00:00:00 - 20/01/2018 01:00:00","BZN|FR","Without Sequence","34.75","",""
"20/01/2018 01:00:00 - 20/01/2018 02:00:00","BZN|FR","Without Sequence","30.03","",""
"20/01/2018 02:00:00 - 20/01/2018 03:00:00","BZN|FR","Without Sequence","29.33","",""
"20/01/2018 03:00:00 - 20/01/2018 04:00:00","BZN|FR","Without Sequence","26.06","",""
"20/01/2018 04:00:00 - 20/01/2018 05:00:00","BZN|FR","Without Sequence","25.72","",""
"20/01/2018 05:00:00 - 20/01/2018 06:00:00","BZN|FR","Without Sequence","27.50","",""
"20/01/2018 06:00:00 - 20/01/2018 07:00:00","BZN|FR","Without Sequence","29.94","",""
"20/01/2018 07:00:00 - 20/01/2018 08:00:00","BZN|FR","Without Sequence","32.07","",""
"20/01/2018 08:00:00 - 20/01/2018 09:00:00","BZN|FR","Without Sequence","36.86","",""
"20/01/2018 09:00:00 - 20/01/2018 10:00:00","BZN|FR","Without Sequence","38.00","",""
"20/01/2018 10:00:00 - 20/01/2018 11:00:00","BZN|FR","Without Sequence","42.11","",""
"20/01/2018 11:00:00 - 20/01/2018 12:00:00","BZN|FR","Without Sequence","41.82","",""
"20/01/2018 12:00:00 - 20/01/2018 13:00:00","BZN|FR","Without Sequence","45.48","",""
"20/01/2018 13:00:00 - 20/01/2018 14:00:00","BZN|FR","Without Sequence","42.81","",""
"20/01/2018 14:00:00 - 20/01/2018 15:00:00","BZN|FR","Without Sequence","39.00","",""
"20/01/2018 15:00:00 - 20/01/2018 16:00:00","BZN|FR","Without Sequence","40.01","",""
"20/01/2018 16:00:00 - 20/01/2018 17:00:00","BZN|FR","Without Sequence","39.80","",""
"20/01/2018 17:00:00 - 20/01/2018 18:00:00","BZN|FR","Without Sequence","44.38","",""
"20/01/2018 18:00:00 - 20/01/2018 19:00:00","BZN|FR","Without Sequence","49.38","",""
"20/01/2018 19:00:00 - 20/01/2018 20:00:00","BZN|FR","Without Sequence","43.98","",""
"20/01/2018 20:00:00 - 20/01/2018 21:00:00","BZN|FR","Without Sequence","39.16","",""
"20/01/2018 21:00:00 - 20/01/2018 22:00:00","BZN|FR","Without Sequence","36.37","",""
"20/01/2018 22:00:00 - 20/01/2018 23:00:00","BZN|FR","Without Sequence","36.33","",""
"20/01/2018 23:00:00 - 21/01/2018 00:00:00","BZN|FR","Without Sequence","36.33","",""
"21/01/2018 00:00:00 - 21/01/2018 01:00:00","BZN|FR","Without Sequence","32.07","",""
"21/01/2018 01:00:00 - 21/01/2018 02:00:00","BZN|FR","Without Sequence","30.57","",""
"21/01/2018 02:00:00 - 21/01/2018 03:00:00","BZN|FR","Without Sequence","29.24","",""
"21/01/2018 03:00:00 - 21/01/2018 04:00:00","BZN|FR","Without Sequence","27.50","",""
"21/01/2018 04:00:00 - 21/01/2018 05:00:00","BZN|FR","Without Sequence","19.99","",""
"21/01/2018 05:00:00 - 21/01/2018 06:00:00","BZN|FR","Without Sequence","25.00","",""
"21/01/2018 06:00:00 - 21/01/2018 07:00:00","BZN|FR","Without Sequence","28.47","",""
"21/01/2018 07:00:00 - 21/01/2018 08:00:00","BZN|FR","Without Sequence","30.78","",""
"21/01/2018 08:00:00 - 21/01/2018 09:00:00","BZN|FR","Without Sequence","32.49","",""
"21/01/2018 09:00:00 - 21/01/2018 10:00:00","BZN|FR","Without Sequence","35.30","",""
"21/01/2018 10:00:00 - 21/01/2018 11:00:00","BZN|FR","Without Sequence","38.88","",""
"21/01/2018 11:00:00 - 21/01/2018 12:00:00","BZN|FR","Without Sequence","41.30","",""
"21/01/2018 12:00:00 - 21/01/2018 13:00:00","BZN|FR","Without Sequence","42.08","",""
"21/01/2018 13:00:00 - 21/01/2018 14:00:00","BZN|FR","Without Sequence","37.77","",""
"21/01/2018 14:00:00 - 21/01/2018 15:00:00","BZN|FR","Without Sequence","33.84","",""
"21/01/2018 15:00:00 - 21/01/2018 16:00:00","BZN|FR","Without Sequence","34.12","",""
"21/01/2018 16:00:00 - 21/01/2018 17:00:00","BZN|FR","Without Sequence","35.58","",""
"21/01/2018 17:00:00 - 21/01/2018 18:00:00","BZN|FR","Without Sequence","35.77","",""
"21/01/2018 18:00:00 - 21/01/2018 19:00:00","BZN|FR","Without Sequence","48.08","",""
"21/01/2018 19:00:00 - 21/01/2018 20:00:00","BZN|FR","Without Sequence","46.27","",""
"21/01/2018 20:00:00 - 21/01/2018 21:00:00","BZN|FR","Without Sequence","40.90","",""
"21/01/2018 21:00:00 - 21/01/2018 22:00:00","BZN|FR","Without Sequence","33.36","",""
"21/01/2018 22:00:00 - 21/01/2018 23:00:00","BZN|FR","Without Sequence","32.97","",""
"21/01/2018 23:00:00 - 22/01/2018 00:00:00","BZN|FR","Without Sequence","32.97","",""
"22/01/2018 00:00:00 - 22/01/2018 01:00:00","BZN|FR","Without Sequence","27.06","",""
"22/01/2018 01:00:00 - 22/01/2018 02:00:00","BZN|FR","Without Sequence","20.00","",""
"22/01/2018 02:00:00 - 22/01/2018 03:00:00","BZN|FR","Without Sequence","16.22","",""
"22/01/2018 03:00:00 - 22/01/2018 04:00:00","BZN|FR","Without Sequence","12.50","",""
"22/01/2018 04:00:00 - 22/01/2018 05:00:00","BZN|FR","Without Sequence","7.59","",""
"22/01/2018 05:00:00 - 22/01/2018 06:00:00","BZN|FR","Without Sequence","21.12","",""
"22/01/2018 06:00:00 - 22/01/2018 07:00:00","BZN|FR","Without Sequence","33.08","",""
"22/01/2018 07:00:00 - 22/01/2018 08:00:00","BZN|FR","Without Sequence","42.95","",""
"22/01/2018 08:00:00 - 22/01/2018 09:00:00","BZN|FR","Without Sequence","45.06","",""
"22/01/2018 09:00:00 - 22/01/2018 10:00:00","BZN|FR","Without Sequence","46.44","",""
"22/01/2018 10:00:00 - 22/01/2018 11:00:00","BZN|FR","Without Sequence","45.49","",""
"22/01/2018 11:00:00 - 22/01/2018 12:00:00","BZN|FR","Without Sequence","48.39","",""
"22/01/2018 12:00:00 - 22/01/2018 13:00:00","BZN|FR","Without Sequence","47.00","",""
"22/01/2018 13:00:00 - 22/01/2018 14:00:00","BZN|FR","Without Sequence","47.39","",""
"22/01/2018 14:00:00 - 22/01/2018 15:00:00","BZN|FR","Without Sequence","46.34","",""
"22/01/2018 15:00:00 - 22/01/2018 16:00:00","BZN|FR","Without Sequence","43.94","",""
"22/01/2018 16:00:00 - 22/01/2018 17:00:00","BZN|FR","Without Sequence","43.65","",""
"22/01/2018 17:00:00 - 22/01/2018 18:00:00","BZN|FR","Without Sequence","49.50","",""
"22/01/2018 18:00:00 - 22/01/2018 19:00:00","BZN|FR","Without Sequence","51.00","",""
"22/01/2018 19:00:00 - 22/01/2018 20:00:00","BZN|FR","Without Sequence","48.05","",""
